MaNGAID,OBJRA,OBJDEC
1-210773,246.983373947,39.281381216
1-210774,246.980181138,39.2588221446
1-210779,246.983323346,39.5682508768
1-210784,247.097122106,39.5703039555
1-210785,246.765073506,39.527385803
1-210790,246.819016201,39.3845660816
1-210792,246.795702644,39.3051046612
1-210793,246.766538614,39.4334235086
1-210794,246.92750224,39.3773283826
1-210802,246.749012651,39.3201236818
1-210822,246.348707537,38.8064017873
1-210844,246.238624146,39.5312045188
1-210846,246.281956316,39.4357261528
1-210863,246.073455506,39.2110394724
1-210864,245.866907039,39.1913893221
1-210866,245.842283311,39.2153351541
1-210881,245.886475694,39.121095897
1-210890,245.694265724,39.5845564377
1-210895,244.990862444,39.570146024
1-210898,245.782949131,39.3132577084
1-210903,245.500802789,40.447861089
1-210923,245.270870484,39.9173908047
1-210932,245.963654286,40.1308809787
1-210956,246.439790034,39.98845409
1-210961,246.460385316,39.890418889
1-210962,246.358721827,39.8706971974
1-210971,246.45535386,40.3452092859
1-210972,246.411128006,40.0988261907
1-210989,246.652704394,39.8586585127
1-211002,247.149452023,39.7197401603
1-211006,246.994480533,39.6039607014
1-211007,246.932842958,39.7438485022
1-211017,247.209058618,39.83508743
1-211019,247.192602722,39.6558830003
1-211023,247.155376088,39.69890557
1-211024,247.24902736,39.6838528314
1-211027,247.23601071,39.6095520081
1-211028,246.591343199,40.9118371658
1-211040,247.38784767,39.9029542367
1-211044,247.432124303,40.0165041511
1-211051,247.394242772,39.6301684383
1-211055,247.336422888,39.8203959475
1-211059,246.996764647,40.4972891314
1-211063,247.058405986,40.3138366723
1-211067,247.067022165,40.1159229057
1-211073,247.485817917,39.9437337807
1-211074,247.4626868,39.7665109344
1-211077,247.572410332,39.8894177689
1-211079,247.438032058,39.8105402631
1-211080,247.449803411,39.7162169878
1-211082,247.620045755,39.6260442554
1-211084,247.583911576,39.8043232273
1-211098,247.853912837,39.6929341563
1-211100,247.830317844,39.7441304576
1-211103,247.638690535,39.8307262255
1-211105,247.762349797,39.6237367083
1-211106,247.684393701,39.899857579
1-211165,248.628653699,37.6954403263
1-211177,247.790423132,37.4223957413
1-211227,246.869310993,38.8691083472
1-211239,247.075392755,39.1864319901
1-211257,247.241677177,39.3190882315
1-211264,247.361542684,38.4194026484
1-211266,247.287293882,38.5490673258
1-211273,247.688690721,39.1952321045
1-211277,247.636045094,39.3841818366
1-211292,248.036229288,37.9810925697
1-211311,248.426385752,39.1851196817
1-211327,248.882036464,38.6942011146
1-211368,251.496587184,35.4589203632
1-211370,251.336995548,35.5921755514
1-211400,250.620607848,34.508438557
1-211491,248.89364,36.54947
1-211513,249.93231027,36.7008409619
1-211515,249.942531179,37.0892236014
1-211519,249.446596411,36.1149676106
1-211525,249.226378761,36.4234886623
1-211531,249.978361975,37.1800619539
1-211533,250.026945635,37.191323344
1-211544,249.474647692,36.0730178545
1-211545,249.4994974,35.9955022344
1-211547,249.907142928,35.9540710641
1-211561,250.195023283,37.0420341385
1-211562,250.20107526,36.9605115957
1-211563,250.119043411,36.8472526694
1-211625,253.367844165,32.9589699785
1-211629,253.439763428,33.2062098416
1-211633,253.14231516,32.868135509
1-211690,252.085094437,33.2815506757
1-211790,251.720702617,34.4100250638
1-211814,252.439264227,33.9944646362
1-211872,255.144474263,31.1789291866
1-211925,254.504666766,31.6161454694
1-211931,254.467385329,31.9721423684
1-211944,254.255494504,31.2533391731
1-211956,254.426174587,31.9167225048
1-211994,253.53340979,31.6077405439
1-212005,253.659987406,31.9004466629
1-212061,252.824394527,32.0884436442
1-212136,253.931441535,32.0424481986
1-212140,254.084704233,32.1742832399
1-212158,254.14347312,32.1690650494
1-212161,254.109875548,32.2481833178
1-212201,254.901358098,32.0572727806
1-212222,326.065094149,-8.87587976514
1-212274,325.870549693,-8.40570149235
1-212330,325.101495635,-8.14635170691
1-212392,324.649810464,-8.22592007443
1-212393,324.632651978,-8.23781157035
1-212396,324.644123088,-7.9071458271
1-212401,324.527035023,-6.72174140672
1-212402,324.638831803,-6.90386390325
1-212420,324.686867701,-6.70190761412
1-212462,325.774153507,-7.06844488142
1-212471,325.612047132,-6.58674752223
1-212493,325.780508386,-6.80315659767
1-212496,325.732008134,-6.59811930813
1-212498,325.703303297,-6.86849256445
1-2125,157.469365168,-0.17439195193
1-212500,325.730917682,-6.88077746727
1-212516,325.892298129,-6.75521065262
1-212586,326.761082249,-8.44115743833
1-212626,326.805868883,-8.39162645543
1-212693,326.019630186,-8.45965061932
1-212706,325.590823391,-8.36487230041
1-212811,326.178826897,-6.89946938976
1-212813,326.270759011,-7.40768220128
1-212820,326.491530383,-7.79686525875
1-212861,326.950734328,-7.45867895191
1-212876,326.926920187,-6.77079456469
1-212898,327.090328944,-7.86747335643
1-212906,327.272016975,-7.27104418399
1-212911,327.443226796,-7.44245836109
1-213402,129.362363348,3.95569024062
1-213414,129.52285438,4.32838631867
1-213422,129.240751682,3.70745617569
1-213435,129.128546526,4.03766396821
1-213464,128.596620561,3.7601362183
1-213603,128.911633931,4.7570600323
1-213614,129.109595305,4.65403617846
1-213651,129.781931769,4.56732012216
1-213726,132.250239832,4.34377684732
1-213731,132.207802048,4.589344541
1-213739,131.5809234,4.06582588166
1-213789,130.862653629,4.43320488376
1-213815,130.042707586,4.28198408624
1-213820,129.913366045,3.82854760801
1-213825,129.594027062,4.35598532173
1-213922,131.93000215,4.98338095162
1-214169,133.971619306,4.37502180545
1-214197,133.82022248,4.46782541518
1-214219,133.686417867,4.3019054711
1-214225,133.366153731,4.31967492711
1-214286,132.177854072,3.80622119598
1-214291,132.185348603,4.33203747672
1-214296,131.980479242,4.99220496157
1-214312,132.797752143,4.88058987648
1-214319,133.386398991,4.78184191969
1-214335,133.924936501,4.99479158211
1-214652,135.315147082,4.11804257374
1-214658,135.207561214,4.58329986702
1-214751,136.212574979,5.11587927994
1-216,145.89224,1.11739
1-216520,134.816015666,39.685322633
1-216540,135.065110305,40.2967379097
1-216779,134.273506028,40.0137134303
1-216805,135.700637687,40.7870213056
1-216951,136.27802341,41.2308996069
1-216958,136.200279581,40.591721496
1-216973,135.833415124,40.4647129399
1-216976,135.75896569,40.433985245
1-216980,135.720053781,40.346684357
1-216984,135.065441378,40.9179727701
1-217015,136.114189404,41.4862065591
1-217017,136.019260559,41.3564313527
1-217018,136.142338091,41.3978271827
1-217022,136.089598316,41.4817290009
1-217041,137.441277003,41.9558696113
1-217044,136.615919334,41.6359160097
1-217050,136.719982444,41.4082517095
1-217060,136.825546505,41.3884614241
1-217069,137.068084868,41.6391904095
1-217171,140.210574427,42.2888478624
1-217210,138.902616221,42.1572231444
1-217221,138.753149994,42.0243897468
1-217256,138.275133843,43.0134634139
1-217300,139.739960635,43.5005762984
1-217304,138.968616475,42.4015162608
1-217324,140.218473007,42.7088015635
1-217326,140.289436005,42.6868547538
1-217331,140.359627792,43.1021548866
1-217358,147.03565209,44.7972362917
1-217367,146.259997956,44.9719933038
1-217376,146.091834548,44.710759598
1-217400,144.639942763,44.6267106962
1-217412,144.104503096,43.8476063031
1-217479,144.723809729,45.3676181962
1-217480,144.787792386,45.3708428044
1-217499,146.2936,46.0367
1-217500,146.27343073,45.5870370554
1-217520,146.978913532,45.4684754662
1-217527,117.375206751,21.7527896599
1-217537,117.206602146,21.7326115252
1-217557,116.390945532,21.8874540654
1-217617,115.740268908,22.046292825
1-217637,116.183816927,22.1601786657
1-217649,116.879713302,22.6075801674
1-217650,116.921450044,22.7816071145
1-217662,117.022219307,22.90078688
1-217674,116.50579501,21.9329079
1-217684,116.649734825,22.297039162
1-217686,116.647648978,22.4160585964
1-217695,116.803221157,22.3283335073
1-217732,117.801279604,22.4228872688
1-217733,117.837354434,22.5041706698
1-217752,119.455466701,23.5524365063
1-217782,118.098851522,22.7346517456
1-217824,118.000006665,23.6412653702
1-217828,117.948829278,23.4315758172
1-217842,117.669821475,23.4943204695
1-217854,117.57765587,23.1782300044
1-217859,118.346241148,24.5501610767
1-217876,119.405856038,25.2211325436
1-217887,119.39665231,25.013970837
1-217928,119.72772232,25.1088047412
1-217931,119.954022286,24.303017087
1-217962,121.449578056,25.2566263925
1-217978,121.050818629,24.8964153628
1-217999,120.81886205,24.6767768066
1-2180,155.898123576,-0.221541705929
1-218009,121.344103078,25.54201557
1-218019,120.696306396,24.7713962991
1-218041,120.987129306,25.4807216851
1-218047,120.743073493,25.5244719943
1-218055,120.910625244,25.5169824508
1-218060,120.39060237,24.490236208
1-218077,120.251175945,24.6398738943
1-218096,119.931751603,25.2458839599
1-218102,119.947004924,25.3569570182
1-218116,120.926748238,26.455443917
1-218152,121.625742505,26.8989373467
1-218167,121.726700902,26.3742046649
1-218200,121.70479387,26.1689648879
1-218230,122.09239772,26.2756540642
1-218233,122.439749732,25.8803086487
1-218243,122.351732839,26.2894589268
1-218245,122.38422516,26.2834157119
1-218248,122.115480415,26.3725704363
1-218266,124.419124718,27.4674699408
1-218280,124.003309706,27.0758952047
1-218293,123.134738777,26.8936350284
1-218295,123.807495221,27.4088051877
1-218306,123.07142398,26.3070124946
1-218322,122.896204521,27.3059764629
1-218324,122.907428021,27.5382224703
1-218326,122.738581866,26.3049875958
1-218328,122.727067782,26.6967401924
1-218353,122.238861621,26.6429539534
1-218412,124.267479696,28.3150890152
1-218417,124.549534438,27.7191923705
1-218427,124.34231312,27.7962046205
1-218430,124.337230897,28.3183087615
1-218435,124.38506864,28.3578278812
1-218444,124.571110809,28.3492647544
1-218519,125.21338865,28.4058888443
1-218628,126.237921733,29.723381276
1-218669,126.811623921,29.824870623
1-218690,127.405873414,29.9866751149
1-218695,127.20001511,29.5143273716
1-218707,128.558735058,30.2498203961
1-218723,128.137327288,29.9381186536
1-218728,128.161412768,30.3624053793
1-218748,127.946472625,30.4094706938
1-218764,127.790926398,29.7946746868
1-218765,127.83744811,29.805614969
1-218808,127.422328923,30.6879750516
1-218839,127.245306891,30.4580188634
1-218981,127.784887573,30.8956066933
1-221753,153.378123617,43.9979617648
1-221789,153.53547927,44.175746477
1-22259,255.807819992,63.5418100846
1-22286,254.717305016,63.1795298917
1-22298,253.427379333,62.4199978831
1-22301,253.40555905,63.0312699156
1-22333,252.474485808,62.8419660661
1-22347,252.170749159,63.4791984597
1-22383,253.313049551,64.4762786637
1-22412,253.006899312,64.1208379858
1-22414,252.618932255,64.0206654262
1-22438,255.109543156,63.7280208203
1-22450,256.238579088,63.8132715567
1-225,145.847502502,0.675733817339
1-22538,259.629811826,64.4181214802
1-22542,259.266780806,64.3399632955
1-22572,259.063805739,64.4948059056
1-22599,258.10702534,64.3293543438
1-22601,258.034444111,64.2813664343
1-22648,257.077461292,64.5759236316
1-22659,256.643099402,64.6828608537
1-22662,255.279488311,64.6768781746
1-22720,258.627545186,65.2897352914
1-22804,257.774189972,61.0938177559
1-22810,257.712081147,61.3249310753
1-22821,256.566034877,60.7051871831
1-22827,257.17393,61.10831
1-22832,255.854811653,60.6623453473
1-22848,256.756831583,61.1980459142
1-22849,256.847716792,61.4410591662
1-22865,255.593427625,61.1665426222
1-22876,255.813940406,60.3377778762
1-22887,255.029555525,61.2872843677
1-228978,57.458686222,-0.8456668113
1-228987,57.526989564,-0.217307988216
1-228997,57.2429855767,-0.521120144849
1-229,145.826591454,0.373118895406
1-229010,57.2430385686,-1.14483137368
1-229012,57.1126544157,-0.788729667456
1-229015,57.1259663512,-0.569296631478
1-229017,57.1202120356,-0.684402682702
1-229021,57.1736103494,-0.651000283449
1-229060,57.24838236,0.925977123341
1-229064,57.1146542756,0.671607536523
1-229070,57.0253525105,0.208844356366
1-22911,254.455390225,60.5212195375
1-22942,254.39542133,62.8724834807
1-229452,117.448173756,20.2515457787
1-229458,117.37715992,20.3598060907
1-229470,117.290420747,20.1376554735
1-22948,254.542083999,62.4156479613
1-229538,116.57006,20.75229
1-229547,117.328574454,21.8037654578
1-229567,117.667900971,21.2322212035
1-229606,119.194565629,21.8122771349
1-229614,119.005340583,21.796188248
1-229615,118.910936299,21.4314698686
1-229660,118.475880477,22.4657552819
1-229665,118.373688506,21.2645386192
1-229673,117.995883207,21.7087816223
1-229699,119.378374669,22.8222843866
1-22970,255.71649,62.6044
1-229705,119.807610531,22.817815692
1-229731,119.972831726,23.390083313
1-229777,121.62879509,23.7105033609
1-229796,121.792855792,24.3892414957
1-229811,121.250071246,23.9499392383
1-229820,121.13966751,24.2762426886
1-229862,120.9966842,23.7556666429
1-229878,120.403479251,24.4389034091
1-229879,121.037072209,24.5586109163
1-229888,121.365612425,24.7953158283
1-229890,121.398133047,24.4865675362
1-229914,121.86519837,25.1136095522
1-229940,122.070642314,25.425819657
1-229965,122.524674366,25.2888191999
1-229966,122.589216544,25.1222973718
1-229976,123.30674,24.60798
1-229977,123.265271707,24.5581555942
1-230005,124.799502889,25.5317113858
1-230021,124.032229661,25.0064130669
1-230023,124.05695,25.076
1-230042,124.105674011,25.9913476859
1-230045,123.884699534,25.8111326166
1-230050,123.822139282,25.6970825601
1-230052,123.927344598,25.9653756651
1-230060,123.702325819,25.9219363887
1-230070,123.647377495,25.0695082117
1-230090,123.357514813,25.1269822349
1-230100,122.735620823,25.6847130209
1-230129,123.45754,26.2547
1-230144,124.523826762,26.6690321661
1-230145,124.547943346,26.6538857717
1-230149,123.87203821,26.1509812019
1-23015,257.19049208,62.0433486502
1-230171,124.670296206,26.5355639805
1-230173,124.759173858,27.1039714703
1-230177,124.897858052,26.3626657187
1-230227,126.587726525,26.7067659933
1-23023,257.247919024,62.8980190772
1-230291,126.384623178,27.6087093682
1-230334,125.70373,27.71532
1-230395,127.019573204,28.5503339298
1-230406,126.646908042,28.2374723675
1-230422,126.784081042,27.8104519653
1-230426,126.778482539,27.7717629614
1-230439,127.202157103,28.9205030761
1-230467,127.592566376,28.0919315128
1-230478,127.70928353,28.5768407272
1-230524,129.880958911,29.1539338336
1-230557,129.194027018,28.665580678
1-230571,129.013881055,28.963161811
1-230593,128.435420356,29.0476199775
1-230628,127.511819926,29.2831296116
1-230670,128.026434789,29.2362513135
1-230672,129.006286353,30.2664131455
1-230707,129.452756852,29.7822801768
1-230767,131.667639677,29.8665472166
1-230783,130.689313997,29.3999745195
1-230790,131.618258599,30.1260238321
1-230825,130.266198489,29.2288194943
1-230850,130.397244212,30.1042879902
1-230867,130.009842616,29.8174476442
1-230870,130.159410362,30.1687378296
1-230910,129.664878443,29.1910728368
1-230917,129.247318808,29.7564069623
1-230926,129.522360354,30.7431893571
1-230930,129.557033588,30.557926553
1-230956,130.526005689,30.8200517243
1-230960,130.155042426,30.6619408267
1-230972,130.35032109,30.704596391
1-230987,130.652997759,30.4925027956
1-231008,131.112683046,30.6368488193
1-231080,132.915014479,30.8176195587
1-231133,131.831279784,31.1817694003
1-231135,131.799213683,31.1500771028
1-231147,131.726442305,29.8841845988
1-231174,131.012528298,31.1355790596
1-231297,132.984954253,32.3237442366
1-231358,135.135252659,31.8546141274
1-231412,134.076923727,32.1396679964
1-23142,257.63044548,63.2362075769
1-231628,136.273978462,32.6223799199
1-231694,135.463503293,32.6232185749
1-23179,257.934295654,64.1121368408
1-231847,139.730380859,34.0346570561
1-231865,139.572004562,34.1605505581
1-231866,139.744263485,34.1337528421
1-231870,139.68319157,34.3783079587
1-231875,139.719135496,34.5157623756
1-23189,257.020416647,63.6836861082
1-231891,139.484314392,34.5093229347
1-231892,139.170274836,34.4476237339
1-231900,139.049813433,34.1840568055
1-231911,138.412900123,34.5699546428
1-232033,138.439157382,34.8373372527
1-23204,258.119888026,64.06083668
1-232047,139.137845221,35.1612821691
1-232053,139.35101715,34.6743750684
1-232054,139.242408147,34.6673709796
1-232065,139.668605439,34.680832064
1-232070,140.097594825,35.2415446686
1-232079,142.087523492,35.0535815666
1-232081,142.172723745,35.1711149762
1-232087,142.724744471,35.4397842245
1-232092,141.427676373,34.856448419
1-232100,141.58094013,35.0977875591
1-232104,142.40661842,35.4876356716
1-232106,142.410328916,35.3402379343
1-232137,141.427299842,35.3060457494
1-232143,140.944129258,35.483400571
1-232151,140.52167475,35.425001529
1-232157,140.243037252,34.8622843992
1-232167,139.635710549,35.0017126398
1-232168,139.747776878,34.8622083028
1-232171,139.752061147,35.060122038
1-23229,258.391337426,64.0133901657
1-232333,145.202128036,36.4555403301
1-232397,143.042751427,36.8271433682
1-232411,142.979557689,35.5543177722
1-232512,143.374316357,37.5026447138
1-232516,143.463715882,37.0033556323
1-232526,144.130274095,38.0950243241
1-232536,144.078756037,37.2467321624
1-232621,146.242973066,36.8215573868
1-232643,146.422748559,37.451285541
1-232720,144.400982963,38.2772954639
1-232722,144.419761375,38.062816005
1-23274,260.064231533,63.7469972382
1-233108,191.349015529,49.869810559
1-233125,190.882618058,49.8782837908
1-233142,190.194781774,49.9660770108
1-233216,188.49499959,49.8196778764
1-233225,188.624025706,50.6711826385
1-233231,188.601746513,50.5820052069
1-233233,188.56729271,50.6315161574
1-233247,188.82923117,50.6672072296
1-233250,188.802845725,50.8280041519
1-2333,156.313181179,0.892640123494
1-233359,190.980741476,50.7926209213
1-233389,193.359648345,48.6401512876
1-233399,193.67171867,49.3721453128
1-233420,193.264584026,49.879720843
1-233444,192.415730751,49.4471149972
1-233454,192.27338,49.55354
1-233456,192.215324998,49.3020716047
1-233531,191.059479598,50.2316729756
1-233546,192.173041423,50.6059334909
1-233563,192.478193874,50.5816836571
1-233571,192.276418404,50.3358917263
1-233574,192.40417629,50.4025439904
1-233576,192.467210028,49.9763560459
1-233594,193.045129588,50.5315188011
1-233599,193.097523872,50.1065068598
1-233665,194.664211277,49.9921333232
1-23372,259.163918329,59.2537114887
1-233721,196.495751928,49.3623823831
1-233722,196.423118498,49.4216055887
1-233861,194.94886985,50.7953040542
1-233925,195.779334612,49.8921461447
1-23393,258.76416631,59.0725939551
1-233951,195.817130172,50.6207674422
1-233983,197.268790917,49.7664351578
1-234004,198.743165807,48.1946172876
1-234092,197.549698095,48.6233927144
1-234115,197.44581469,48.8995914034
1-234172,196.516515829,50.2497252586
1-234176,195.761626708,49.6786028459
1-234243,197.695984775,50.0928872229
1-234244,197.710482053,49.8927499125
1-234250,197.738548552,49.8598180593
1-234251,197.519410833,49.6615055688
1-234270,197.803268306,49.4152615951
1-234272,197.816974837,49.2796145971
1-234285,197.921569846,50.2472547612
1-234341,202.533480747,48.8932602825
1-234362,201.283303096,48.344505797
1-234388,200.281698257,48.6977464835
1-234408,199.944770082,48.2065758276
1-234431,199.239947241,47.8683354111
1-23459,256.624194392,58.2319307177
1-234618,202.128436403,47.7140384144
1-234629,202.217214914,49.4825159674
1-234632,201.777437777,49.049317198
1-23485,256.24029088,58.2799101931
1-234980,210.054964333,46.4322065481
1-234997,209.895142449,47.1476800318
1-235018,209.424426717,46.7144264623
1-235033,208.800320265,46.3335610637
1-235136,209.832049872,47.9561825947
1-235186,210.84269901,48.2530853947
1-235203,213.783652001,45.5948493729
1-235239,212.796479368,46.3905494068
1-235257,212.729926067,46.0618316588
1-235270,212.529428799,46.4395604501
1-235301,211.534055461,46.6025498913
1-235306,211.422653928,46.4274417048
1-235307,211.478409084,45.644675495
1-235385,212.101063845,47.2737209102
1-235398,213.149187912,47.2530577
1-2354,155.88372918,0.173720125256
1-235530,214.422103097,45.4658215702
1-235575,214.726268165,45.9584150865
1-235576,215.017906947,47.1213302326
1-235582,214.850245319,45.9007920259
1-235587,214.854653976,45.8642518321
1-235611,215.940812985,45.9311854386
1-23568,255.791323649,59.6602229625
1-235976,224.205960905,41.5964025465
1-235983,223.636455717,42.3854436555
1-235986,223.397339019,42.447220005
1-235988,223.984092721,42.1597825909
1-236018,223.339689055,43.0759085177
1-236032,225.104201455,43.2870099493
1-236039,224.752516157,43.4077302751
1-236045,225.676453111,43.2424156598
1-236081,226.319207522,41.7414499636
1-236099,225.236213871,41.5662647889
1-23610,257.747782319,59.5731961234
1-236106,225.203497683,41.1607682399
1-236133,225.59269,41.92164
1-236141,225.791524074,41.8163174826
1-236144,226.211851518,42.7344795268
1-236150,226.48767603,42.2257281145
1-236158,226.989232854,41.9023394247
1-236175,227.386987163,42.4899176174
1-236176,227.360498507,42.5954051455
1-236268,227.863793703,41.0899929929
1-236303,228.982653056,41.4311258774
1-23645,258.759074014,60.2163080881
1-23647,258.84719,59.5880638553
1-23665,263.060425501,59.8708609748
1-23670,263.050842728,59.9415180544
1-236745,234.883330192,38.1637151167
1-236776,235.208007294,38.5134589921
1-23679,263.718178208,60.2438797954
1-23687,262.257375976,60.089399624
1-23712,261.119954283,60.001483206
1-23729,261.482493105,60.3394382648
1-23731,260.746702226,60.5592910725
1-23745,260.705617581,60.4448593136
1-23746,260.718888104,60.129590188
1-23784,259.79543423,61.5422704447
1-23786,259.795874376,62.1485590257
1-23811,259.992647634,60.8918955938
1-23818,260.47113661,60.9654725985
1-2386,156.588058472,0.684927999973
1-23866,261.039484654,56.8744593789
1-23877,261.278551148,56.878341432
1-23890,260.386495726,56.9888518274
1-23891,260.228215186,57.0979557846
1-23894,260.616380035,57.1640553041
1-23914,259.755481953,57.1734974561
1-23927,259.376307236,57.0681032516
1-23929,259.174725723,56.9277933688
1-23938,258.947514977,57.3018587528
1-23944,259.0999,57.42267
1-23951,258.656838948,57.3054170144
1-23955,258.820261368,57.3294323252
1-23958,258.851993064,57.3224974205
1-23976,258.354609835,57.1329636205
1-23979,258.158751804,57.3224214281
1-23980,258.430113376,57.1883839927
1-23991,257.951198065,56.8671383427
1-24003,257.957539798,57.1109334787
1-24006,257.833820012,56.9912523477
1-24018,257.582232587,56.7572501383
1-24041,257.052729927,58.4333034738
1-24055,257.139312744,57.4767036438
1-24056,257.147341047,57.8101461383
1-24091,258.527858295,57.9935726249
1-24094,258.362908586,58.0768246467
1-24099,258.027617964,57.5040078073
1-241,146.159780409,0.840701136408
1-24104,257.957483738,57.5895443348
1-24124,258.530261548,57.4774335349
1-24128,258.711260975,57.5702967865
1-241291,178.823264014,56.3043213245
1-24132,258.723496416,57.6733287824
1-24139,258.882099135,57.5024640233
1-24142,258.845726079,57.4111838829
1-24145,258.846945724,57.4328813495
1-24148,258.82741019,57.6587701679
1-24156,258.920198387,57.5352557841
1-241570,179.944205135,56.1997866856
1-24161,259.682229019,58.1351167645
1-24172,259.240574906,57.479979764
1-24179,259.833229539,57.9002793791
1-24209,260.584258385,57.6121550998
1-24251,263.9209,55.47128
1-24279,263.173114796,56.1170312777
1-242874,191.781197573,56.4819178171
1-24293,262.686906258,56.351977958
1-24295,262.676367224,56.6393873391
1-2430,156.681144868,1.00615035475
1-2431,156.783920214,0.965639216093
1-24354,261.08183,56.87628
1-24357,262.09934807,57.5454136595
1-24368,261.321053643,56.9518773841
1-24371,261.721224401,56.8488006459
1-24375,261.706139018,56.8107818784
1-24379,261.466027821,56.8520506473
1-24380,262.26549595,57.7692771424
1-243840,199.876103405,55.3628297322
1-24390,262.10003999,57.002098826
1-24394,262.074921622,56.7747795712
1-24407,262.468323287,56.8263130659
1-244115,204.506139409,55.1876442182
1-24414,263.150147507,56.8452564886
1-24416,263.033161018,56.8787475343
1-244163,204.14054997,55.4257996342
1-24418,262.86580639,56.739513727
1-24423,263.755218506,57.0524330139
1-24425,263.525272316,56.7996126548
1-244372,206.511630991,55.715411746
1-244376,206.480529249,56.2644999088
1-244377,206.175720284,55.8870930177
1-24440,264.662544833,56.8242436544
1-244421,206.538354722,55.1603854959
1-244424,206.810497033,55.5696184739
1-244439,205.937556213,55.6337897514
1-244450,205.939769713,55.6465196953
1-244469,205.734796436,55.6038773973
1-244519,204.112346904,54.898334427
1-244527,204.311897423,55.6698679555
1-244590,205.35332,56.17088
1-244629,206.089934288,55.8559572295
1-244631,206.446289243,55.7570695795
1-244634,206.711552951,55.9876711125
1-244652,207.328242837,55.7779264376
1-244660,206.542869148,56.4324933084
1-244673,207.54464,55.79753
1-24476,264.680317495,57.2392064632
1-244763,209.236423213,53.8663217201
1-244785,208.510275583,54.6184747057
1-244805,208.659371293,54.1225667768
1-24482,265.108775133,56.7012509205
1-244874,206.788849441,55.9859685597
1-244967,209.964670809,55.6567151107
1-244998,210.717288705,55.1329497026
1-245,146.02092698,0.733555750184
1-245002,210.586906757,55.3093581708
1-245054,212.535270188,53.6402843516
1-245069,212.928683004,54.7068887431
1-245082,212.27199404,53.7953553221
1-245088,212.612086794,54.6195740857
1-245089,212.784862644,54.5933462668
1-245101,211.981103115,53.8467974684
1-245118,211.842775504,54.5066392328
1-245176,209.897632726,55.5925335677
1-24519,261.601970595,53.0145154646
1-245195,209.079954161,55.1677008211
1-245235,211.424541216,55.7768962801
1-245238,211.488629734,55.8307365461
1-24524,262.48377647,53.477365959
1-245268,212.248982367,55.2298458691
1-245270,212.370327711,54.8613633753
1-245299,212.821688522,55.3068203774
1-245301,212.531941861,54.9199295986
1-24533,262.125425133,53.2529763275
1-245331,212.871292474,55.1218485575
1-245404,213.933247042,54.0431349842
1-245405,213.520128024,52.6632759872
1-245451,212.278640676,53.4635179918
1-245456,212.130945379,54.0321926929
1-245458,212.057345224,53.8834903893
1-24547,261.469061271,53.5394472086
1-245472,211.94856418,53.3704370372
1-245497,212.08983767,55.3015100433
1-245524,212.332447734,55.2823471127
1-24553,261.10511407,53.5179199547
1-245531,211.231793421,54.4029564416
1-245555,212.468001293,54.4470360452
1-245560,212.875653847,55.4467436035
1-24557,260.51607353,52.9580010767
1-2456,159.059562539,-0.159036291478
1-245654,218.429151044,52.8970995361
1-245670,217.324860201,52.6655598805
1-245684,218.292974785,53.2426676917
1-245686,218.10337205,53.2166485918
1-245695,217.91069574,52.7494624631
1-245733,216.089541769,52.1243839051
1-245736,216.197425085,52.0884345487
1-245774,214.863290152,54.1002998827
1-245811,215.92408546,53.7660567703
1-245869,217.71277672,53.9077941771
1-245879,217.452072194,53.9650354599
1-245896,218.075519256,53.6770829288
1-245908,217.542299517,53.9822824213
1-245940,220.126815592,50.9986458484
1-245975,219.427531638,51.0991609663
1-245980,219.698685907,51.0223628193
1-246027,219.396614145,51.5831340853
1-24603,260.354712548,54.3049245811
1-246036,218.280204046,52.0018603259
1-246064,218.268988443,51.5223147848
1-2461,158.371100395,-0.860407428659
1-246108,218.113251205,52.7383871048
1-246175,219.546188066,53.4625751497
1-246177,219.477235278,52.9785224378
1-246191,220.043768305,53.1002001871
1-246196,219.82622,53.05921
1-246203,220.853123374,52.614527085
1-246212,221.276090964,53.1883292501
1-246216,221.226039662,52.4468152862
1-246219,223.636052295,50.1551663813
1-24623,261.178503045,53.8551421479
1-246252,222.834822636,49.8364635889
1-246270,223.139811668,50.9228368723
1-246298,222.436848585,50.7108933442
1-246331,221.786518508,50.1957073163
1-246362,220.716792448,52.2809912468
1-246383,221.2231,51.34108
1-24641,261.927877973,54.0523472977
1-246437,222.671773309,51.704468559
1-246442,222.848380537,51.4761226141
1-246470,223.320794637,52.0442624724
1-246484,223.866232266,51.0477379587
1-246517,225.941781342,49.5258812712
1-24652,262.576708673,54.0598790529
1-246525,225.605699594,48.877687421
1-246535,225.807374327,48.8988712756
1-246542,225.804219053,49.8511547384
1-246543,225.41734,49.3738
1-246549,225.388973978,49.1124291187
1-246565,225.007924481,49.7468095964
1-246570,224.941125343,49.5039283741
1-246599,224.298391732,49.6289892627
1-24660,262.399282723,54.4944236725
1-246614,224.897977138,49.3274453749
1-246618,223.964741911,49.647511889
1-246633,224.485095866,49.3443839126
1-246635,224.014437942,49.3112726313
1-246656,223.782777899,51.0202531264
1-246743,225.546020955,50.6772028328
1-246760,226.089929736,50.6975510231
1-246809,230.362496912,48.6620229067
1-246845,229.468835329,48.684417402
1-246851,228.459158597,47.527251939
1-246857,228.605456832,48.2508787898
1-2469,158.870934039,-0.399789642059
1-246928,226.547633247,48.6297675882
1-246944,225.971442494,48.5761094845
