MaNGAID,OBJRA,OBJDEC
1-131279,225.83392,55.69196
1-131286,226.513800409,55.5739311769
1-131338,228.050174379,55.5437900019
1-131378,228.754042953,55.4320093443
1-131877,237.662853085,50.4602451957
1-131989,236.298150462,51.1015698857
1-132011,237.166113327,51.1750589639
1-1332,151.163872913,0.281512703001
1-1335,151.079045513,0.120422851479
1-133922,239.195689664,47.9955208307
1-133926,239.746674933,48.5298872769
1-133936,239.858362172,48.7321213897
1-133937,239.958689735,48.6779238389
1-133941,239.030589848,48.0308761201
1-133944,238.912821361,47.661926928
1-133945,238.881357667,47.677310104
1-133946,238.880966501,47.8555868126
1-133948,238.891298957,48.0223923799
1-133949,238.823197485,47.9608570178
1-133950,239.041287581,47.8674661431
1-133953,239.563253191,48.1872779193
1-133956,239.439273068,48.3672089636
1-133958,239.544886094,48.3041919446
1-133972,238.465889238,47.8813908326
1-133976,238.718472619,47.8808922742
1-133979,238.531675097,48.1491524034
1-133983,239.205508197,48.2432349289
1-133987,239.334163047,48.2072621316
1-134004,238.448582292,47.4049584412
1-134010,237.941572866,48.3516725829
1-134020,238.046893627,48.0439162921
1-134108,238.073925811,50.154158496
1-134157,238.970632466,49.9874005792
1-134195,240.429062144,48.8279268869
1-134209,242.276471895,46.6712048189
1-134239,241.416442386,46.8465606897
1-134248,241.005278975,46.8029102028
1-134259,240.532494187,46.9519913624
1-134270,240.182366617,46.9456309622
1-134271,240.214208512,46.481412426
1-134293,240.418740846,46.085291751
1-134308,239.253556382,47.7039915549
1-134312,239.313567385,47.7905739316
1-134316,239.238058032,47.1332211828
1-134361,240.223955954,47.1970177194
1-134368,240.796720104,48.324598792
1-134382,240.452473085,47.3880375335
1-134390,240.362810999,47.2780611698
1-134393,240.790842608,47.3613778086
1-134399,241.033211453,47.3496584526
1-134400,241.069664001,47.3008458949
1-134503,243.873718478,44.2912632693
1-134562,242.727439731,44.985695801
1-134597,241.907223711,45.0653702307
1-134599,242.978644743,46.1277269855
1-134614,243.009178672,45.7750314981
1-134620,242.81921762,45.1213180675
1-134634,243.18537291,45.3520102657
1-134695,247.216030793,42.766888444
1-134716,246.230936349,41.9002554629
1-134737,245.912437896,41.834008415
1-134760,245.362216361,42.76129006
1-134793,245.298467101,42.1387339672
1-134848,244.331994382,43.4796723691
1-134884,245.194377712,43.1532077493
1-134924,245.662015493,43.4646577078
1-134954,246.578190983,43.4074643202
1-134964,246.760690284,43.4760996734
1-134978,246.42636598,43.9317741891
1-134994,246.881870865,43.4062635412
1-135003,249.123567525,41.0395448683
1-135027,248.159458333,41.4592222222
1-135030,247.893876589,40.5655973228
1-135035,248.165809199,40.8585013593
1-135044,247.907995888,41.4936431012
1-135054,247.674430234,40.5293893805
1-135055,247.641287575,40.5394009252
1-135056,247.783551904,40.3880826313
1-135057,247.57407,40.59861
1-135058,247.800367796,40.4218744432
1-135059,247.744881322,40.9305924298
1-135060,247.64402746,40.187299772
1-135072,247.6627,41.2105
1-135075,247.611868226,41.4839513341
1-135077,247.638466864,41.4385861863
1-135078,247.579418669,41.1020792928
1-135086,247.164907423,41.1110262056
1-135091,247.114855378,41.1610029708
1-135092,247.288958715,40.9876010971
1-135093,247.251721144,41.2842648761
1-135095,247.245291144,41.255253243
1-135101,247.480416346,40.6599580358
1-135104,247.381411391,40.4128198507
1-135115,246.900048575,41.1637663766
1-135117,246.939953427,41.0727088634
1-135129,247.280269588,40.5910287121
1-135133,247.282646413,40.6650474998
1-135134,247.225624269,40.8666111706
1-135139,247.296132917,40.857407722
1-135142,246.801335135,40.973653188
1-135143,246.72045304,41.2537505846
1-135152,246.887611078,41.1385055016
1-135157,247.04131843,40.6956030265
1-135159,247.104737009,40.8582200505
1-135163,247.089894816,40.9067946391
1-135165,247.150711235,40.6855551049
1-135169,247.073512364,40.9670086222
1-135177,246.467218431,41.0577922301
1-135190,246.753307091,40.8105223203
1-135193,246.959644668,40.937449163
1-135202,245.865872374,41.706383369
1-135207,246.323470587,42.6942265737
1-135218,246.472977708,41.5411708049
1-135227,246.704385548,42.6788992075
1-135235,246.668109413,42.0267543146
1-135239,246.487237926,41.5220653861
1-135244,246.907116078,42.6382296108
1-135255,246.94104964,41.7385062588
1-135285,247.21695308,42.8120113452
1-135371,250.156240419,39.2216349362
1-135372,250.116709759,39.3201174959
1-135383,250.312873125,39.7523514003
1-135418,249.523195508,39.506255251
1-135440,249.083630374,39.9462259106
1-135468,249.135695215,39.0278800132
1-135475,248.427159408,39.5977926781
1-135491,248.909205071,38.9727987048
1-135500,247.714769446,39.9896624805
1-135502,247.76417484,39.838503868
1-135503,247.882111795,39.8976507098
1-135506,247.948553785,39.8142396526
1-135511,247.869050815,39.942797711
1-135512,247.711831631,40.0247994472
1-135516,248.41315,39.25763
1-135517,248.456755755,39.2632054313
1-135520,248.109719223,39.5177666069
1-135524,247.256607727,40.5348708
1-135530,247.409672103,40.2353879985
1-135534,247.254797804,40.4950615378
1-135535,247.362254282,40.7224108673
1-135536,247.630905644,41.0941029331
1-135543,247.404369609,40.8483787594
1-135545,247.530374396,40.8801572026
1-135547,247.436995092,40.811654782
1-135548,247.591672626,40.9242421985
1-135549,247.523817872,40.7980240583
1-135551,247.448654652,40.8720077073
1-135554,247.599684412,40.6656769388
1-135556,247.454363992,40.6565077815
1-135557,247.567383472,40.6597436795
1-135564,247.766155094,41.1560477001
1-135568,247.718035556,41.2861515449
1-135573,247.710682162,40.5948188419
1-135577,247.733510214,40.4420511033
1-135579,247.86927656,40.1416815463
1-135583,247.933782082,40.4267250539
1-135596,248.220733643,40.3489151001
1-135606,248.718436818,40.1947711673
1-135608,249.056775643,40.7082929709
1-135625,248.507466756,41.3479443965
1-135626,248.515175692,41.240257878
1-135641,249.557305714,40.1468209363
1-135657,249.717085826,40.1993481631
1-135664,249.335470504,41.1889758683
1-135668,249.371986141,40.8799473806
1-135679,250.349059361,40.2187885261
1-135727,250.721638796,37.8766860641
1-135738,251.090088699,37.4387077016
1-135739,251.030390073,37.4692565374
1-135742,250.460004716,37.7347904571
1-135767,250.229385382,37.9043176124
1-135772,250.385514075,37.2663948024
1-135773,250.455651218,37.3092618083
1-135794,249.770169345,39.2907848202
1-135810,250.12314401,39.2351144868
1-135812,250.292722125,38.8319806379
1-135829,250.552926598,38.7079430093
1-135875,251.209902157,38.9602433789
1-135911,253.586583638,36.0136972847
1-135927,252.79647344,35.7668759796
1-135941,253.193483704,34.8078964193
1-135949,252.372631401,36.0394905812
1-135964,252.073026655,35.9001363933
1-135970,252.721692061,35.4770624203
1-135971,252.62180906,35.2114647084
1-135979,251.673281134,36.0904157114
1-135983,252.484993479,35.2120902521
1-1360,150.994189901,0.736632097198
1-136024,252.015786598,36.7343263312
1-136027,251.968160826,36.7059255751
1-136034,252.258317125,36.1925490288
1-136044,252.289915947,36.2238377918
1-136047,252.394600453,36.2009177497
1-136111,254.194923219,35.0481141218
1-136120,254.997419646,36.0290774727
1-136125,254.044140212,34.836519806
1-136128,253.942642235,35.6254285947
1-136248,253.793913226,36.9063091542
1-136268,254.44755809,37.6877060265
1-136286,255.709053426,36.7067487022
1-136292,255.350049437,37.3828022848
1-1363,150.999625203,0.806952367925
1-136304,256.01730405,36.4373676031
1-136305,255.915542507,36.3849337159
1-136306,255.869931612,36.4366645326
1-136307,255.715146001,36.6683763952
1-136333,123.028099529,33.390861019
1-136426,122.841078941,34.5816625567
1-136450,122.540399375,33.8793464336
1-136508,123.657888722,34.4998105102
1-13736,223.080917019,-0.269204471565
1-13738,223.045983798,-0.256094906365
1-137528,134.40495469,41.0439158135
1-137548,134.674576789,41.2364198815
1-137714,136.039205522,42.3034211072
1-137730,136.778259104,42.5951034895
1-137795,135.722564417,43.2477264356
1-137797,136.363181204,44.1438800822
1-137799,136.842484254,43.275431327
1-137801,136.68645847,44.2609809065
1-137844,139.427012288,44.1006868066
1-137845,139.308858804,44.4891619278
1-137853,138.935541667,44.2360887374
1-137870,136.730098431,44.121516356
1-137875,137.335924379,45.0655135856
1-137883,137.874763008,45.4683204593
1-137890,137.219338724,44.9322670576
1-137898,137.562412054,44.6841342226
1-137908,139.55919103,45.6516888989
1-137912,139.647743513,44.5967370112
1-137915,139.797122285,45.3665231283
1-137961,139.720468628,45.7277823533
1-138021,145.443221426,46.9738383647
1-138034,144.846118089,47.1268642387
1-138087,144.23925577,48.2941162265
1-138102,144.557956402,48.3883017672
1-138105,144.617048762,48.5255082955
1-138106,144.352308981,48.5154530802
1-138140,145.308121958,47.6885981864
1-138157,145.541530882,48.0128634742
1-138164,146.091838441,47.459850984
1-138167,169.655895859,3.76427864797
1-138169,169.735220706,3.59085570083
1-138181,169.99221465,4.42593484251
